value_a,value_b,layer,cosine
desert,harm_avoidance,17,0.599501
desert,harm_avoidance,18,0.605515
desert,harm_avoidance,19,0.624876
desert,harm_avoidance,20,0.607144
desert,harm_avoidance,21,0.601191
desert,harm_avoidance,22,0.592447
desert,harm_avoidance,23,0.604
desert,harm_avoidance,24,0.607217
desert,harm_avoidance,25,0.60555
desert,harm_avoidance,26,0.598747
desert,harm_avoidance,27,0.578369
desert,harm_avoidance,28,0.580201
desert,harm_avoidance,29,0.574152
desert,harm_avoidance,30,0.55296
desert,harm_avoidance,31,0.569683
desert,honesty,0,0.927051
desert,honesty,1,0.907263
desert,honesty,2,0.88434
desert,honesty,3,0.819319
desert,honesty,4,0.689087
desert,honesty,5,0.704941
desert,honesty,6,0.671879
desert,honesty,7,0.685697
desert,honesty,8,0.59611
desert,honesty,9,0.449033
desert,honesty,10,0.438612
desert,honesty,11,0.427694
desert,honesty,12,0.397583
desert,honesty,13,0.456648
desert,honesty,14,0.446754
desert,honesty,15,0.472777
desert,honesty,16,0.480391
desert,honesty,17,0.500678
desert,honesty,18,0.520517
desert,honesty,19,0.528891
desert,honesty,20,0.523003
desert,honesty,21,0.515093
desert,honesty,22,0.493995
desert,honesty,23,0.509302
desert,honesty,24,0.484454
desert,honesty,25,0.483169
desert,honesty,26,0.474779
desert,honesty,27,0.452492
desert,honesty,28,0.450409
desert,honesty,29,0.4247
desert,honesty,30,0.425546
desert,honesty,31,0.432992
desert,impartiality,0,0.913065
desert,impartiality,1,0.91193
desert,impartiality,2,0.878984
desert,impartiality,3,0.813452
desert,impartiality,4,0.679311
desert,impartiality,5,0.695702
desert,impartiality,6,0.67234
desert,impartiality,7,0.595442
desert,impartiality,8,0.555135
desert,impartiality,9,0.469546
desert,impartiality,10,0.446118
desert,impartiality,11,0.431685
desert,impartiality,12,0.333779
desert,impartiality,13,0.230969
desert,impartiality,14,0.224367
desert,impartiality,15,0.31623
desert,impartiality,16,0.361255
desert,impartiality,17,0.335744
desert,impartiality,18,0.323224
desert,impartiality,19,0.34257
desert,impartiality,20,0.348853
desert,impartiality,21,0.358361
desert,impartiality,22,0.358116
desert,impartiality,23,0.379544
desert,impartiality,24,0.364734
desert,impartiality,25,0.378682
desert,impartiality,26,0.37674
desert,impartiality,27,0.351431
desert,impartiality,28,0.356286
desert,impartiality,29,0.338355
desert,impartiality,30,0.332556
desert,impartiality,31,0.333131
desert,integrity,0,0.910692
desert,integrity,1,0.853441
desert,integrity,2,0.834408
desert,integrity,3,0.770538
desert,integrity,4,0.720253
desert,integrity,5,0.704844
desert,integrity,6,0.716458
desert,integrity,7,0.69538
desert,integrity,8,0.683176
desert,integrity,9,0.629968
desert,integrity,10,0.599459
desert,integrity,11,0.55227
desert,integrity,12,0.475251
desert,integrity,13,0.49983
desert,integrity,14,0.390244
desert,integrity,15,0.415015
desert,integrity,16,0.393887
desert,integrity,17,0.38142
desert,integrity,18,0.387715
desert,integrity,19,0.400301
desert,integrity,20,0.391508
desert,integrity,21,0.37605
desert,integrity,22,0.355057
desert,integrity,23,0.365975
desert,integrity,24,0.362366
desert,integrity,25,0.361804
desert,integrity,26,0.354847
desert,integrity,27,0.34102
desert,integrity,28,0.34389
desert,integrity,29,0.342371
desert,integrity,30,0.350422
desert,integrity,31,0.394439
desert,kindness,0,0.915273
desert,kindness,1,0.90243
desert,kindness,2,0.873901
desert,kindness,3,0.795688
desert,kindness,4,0.64982
desert,kindness,5,0.667496
desert,kindness,6,0.665394
desert,kindness,7,0.639075
desert,kindness,8,0.573984
desert,kindness,9,0.482791
desert,kindness,10,0.451014
desert,kindness,11,0.428929
desert,kindness,12,0.424815
desert,kindness,13,0.383111
desert,kindness,14,0.340091
desert,kindness,15,0.361771
desert,kindness,16,0.335704
desert,kindness,17,0.308667
desert,kindness,18,0.334561
desert,kindness,19,0.343843
desert,kindness,20,0.345378
desert,kindness,21,0.327377
desert,kindness,22,0.30371
desert,kindness,23,0.31195
desert,kindness,24,0.309544
desert,kindness,25,0.307324
desert,kindness,26,0.311416
desert,kindness,27,0.309405
desert,kindness,28,0.313697
desert,kindness,29,0.31195
desert,kindness,30,0.307853
desert,kindness,31,0.308528
desert,loyalty,0,0.910707
desert,loyalty,1,0.898207
desert,loyalty,2,0.872948
desert,loyalty,3,0.829818
desert,loyalty,4,0.715507
desert,loyalty,5,0.726858
desert,loyalty,6,0.697524
desert,loyalty,7,0.660886
desert,loyalty,8,0.615384
desert,loyalty,9,0.538415
desert,loyalty,10,0.515934
desert,loyalty,11,0.488661
desert,loyalty,12,0.419967
desert,loyalty,13,0.379499
desert,loyalty,14,0.367667
desert,loyalty,15,0.388629
desert,loyalty,16,0.39302
desert,loyalty,17,0.434726
desert,loyalty,18,0.464573
desert,loyalty,19,0.480287
desert,loyalty,20,0.505701
desert,loyalty,21,0.521029
desert,loyalty,22,0.532085
desert,loyalty,23,0.547981
desert,loyalty,24,0.553357
desert,loyalty,25,0.563216
desert,loyalty,26,0.551198
desert,loyalty,27,0.544102
desert,loyalty,28,0.541658
desert,loyalty,29,0.529529
desert,loyalty,30,0.505169
desert,loyalty,31,0.444238
desert,mercy,0,0.890679
desert,mercy,1,0.835018
desert,mercy,2,0.797164
desert,mercy,3,0.71723
desert,mercy,4,0.567411
desert,mercy,5,0.639782
desert,mercy,6,0.643874
desert,mercy,7,0.564841
desert,mercy,8,0.525423
desert,mercy,9,0.504338
desert,mercy,10,0.46178
desert,mercy,11,0.434269
desert,mercy,12,0.358319
desert,mercy,13,0.250866
desert,mercy,14,0.019882
desert,mercy,15,0.047272
desert,mercy,16,0.031494
desert,mercy,17,0.001702
desert,mercy,18,-0.022836
desert,mercy,19,-0.014212
desert,mercy,20,0.009643
desert,mercy,21,0.008602
desert,mercy,22,0.009059
desert,mercy,23,0.058699
desert,mercy,24,0.062117
desert,mercy,25,0.089981
desert,mercy,26,0.112773
desert,mercy,27,0.116317
desert,mercy,28,0.128993
desert,mercy,29,0.128066
desert,mercy,30,0.137951
desert,mercy,31,0.124941
desert,privacy,0,0.919291
desert,privacy,1,0.894586
desert,privacy,2,0.881769
desert,privacy,3,0.838867
desert,privacy,4,0.764979
desert,privacy,5,0.745249
desert,privacy,6,0.735518
desert,privacy,7,0.722605
desert,privacy,8,0.677127
desert,privacy,9,0.584561
desert,privacy,10,0.564122
desert,privacy,11,0.529988
desert,privacy,12,0.410717
desert,privacy,13,0.415091
desert,privacy,14,0.362113
desert,privacy,15,0.407563
desert,privacy,16,0.455236
desert,privacy,17,0.425929
desert,privacy,18,0.449806
desert,privacy,19,0.458122
desert,privacy,20,0.448612
desert,privacy,21,0.433731
desert,privacy,22,0.423143
desert,privacy,23,0.442331
desert,privacy,24,0.413351
desert,privacy,25,0.427497
desert,privacy,26,0.414028
desert,privacy,27,0.384425
desert,privacy,28,0.386148
desert,privacy,29,0.369919
desert,privacy,30,0.388436
desert,privacy,31,0.413441
desert,sanctity,0,0.855936
desert,sanctity,1,0.873924
desert,sanctity,2,0.857472
desert,sanctity,3,0.832842
desert,sanctity,4,0.757394
desert,sanctity,5,0.749422
desert,sanctity,6,0.73457
desert,sanctity,7,0.709707
desert,sanctity,8,0.628729
desert,sanctity,9,0.503688
desert,sanctity,10,0.462593
desert,sanctity,11,0.429454
desert,sanctity,12,0.417486
desert,sanctity,13,0.44007
desert,sanctity,14,0.453927
desert,sanctity,15,0.449125
desert,sanctity,16,0.477987
desert,sanctity,17,0.506731
desert,sanctity,18,0.527069
desert,sanctity,19,0.558935
desert,sanctity,20,0.563414
desert,sanctity,21,0.561578
desert,sanctity,22,0.553832
desert,sanctity,23,0.553579
desert,sanctity,24,0.557591
desert,sanctity,25,0.561396
desert,sanctity,26,0.562532
desert,sanctity,27,0.554617
desert,sanctity,28,0.546298
desert,sanctity,29,0.54248
desert,sanctity,30,0.532021
desert,sanctity,31,0.528578
desert,tradition,0,0.932192
desert,tradition,1,0.90997
desert,tradition,2,0.908099
desert,tradition,3,0.875012
desert,tradition,4,0.790464
desert,tradition,5,0.763456
desert,tradition,6,0.759145
desert,tradition,7,0.756015
desert,tradition,8,0.714395
desert,tradition,9,0.679272
desert,tradition,10,0.615192
desert,tradition,11,0.599224
desert,tradition,12,0.493799
desert,tradition,13,0.477146
desert,tradition,14,0.38902
desert,tradition,15,0.499956
desert,tradition,16,0.555189
desert,tradition,17,0.552245
desert,tradition,18,0.583458
desert,tradition,19,0.59401
desert,tradition,20,0.593808
desert,tradition,21,0.607129
desert,tradition,22,0.60975
desert,tradition,23,0.598276
desert,tradition,24,0.586153
desert,tradition,25,0.578156
desert,tradition,26,0.584357
desert,tradition,27,0.569618
desert,tradition,28,0.53832
desert,tradition,29,0.507457
desert,tradition,30,0.501394
desert,tradition,31,0.512319
fairness,harm_avoidance,0,0.955182
fairness,harm_avoidance,1,0.948708
fairness,harm_avoidance,2,0.936347
fairness,harm_avoidance,3,0.906748
fairness,harm_avoidance,4,0.845761
fairness,harm_avoidance,5,0.843807
fairness,harm_avoidance,6,0.814914
fairness,harm_avoidance,7,0.795539
fairness,harm_avoidance,8,0.766573
fairness,harm_avoidance,9,0.748143
fairness,harm_avoidance,10,0.718042
fairness,harm_avoidance,11,0.730892
fairness,harm_avoidance,12,0.5685
fairness,harm_avoidance,13,0.590239
fairness,harm_avoidance,14,0.46603
fairness,harm_avoidance,15,0.551126
fairness,harm_avoidance,16,0.573252
fairness,harm_avoidance,17,0.565534
fairness,harm_avoidance,18,0.566417
fairness,harm_avoidance,19,0.57133
fairness,harm_avoidance,20,0.56223
fairness,harm_avoidance,21,0.557335
fairness,harm_avoidance,22,0.521718
fairness,harm_avoidance,23,0.524744
fairness,harm_avoidance,24,0.51044
fairness,harm_avoidance,25,0.50867
fairness,harm_avoidance,26,0.494114
fairness,harm_avoidance,27,0.475978
fairness,harm_avoidance,28,0.482136
fairness,harm_avoidance,29,0.441103
fairness,harm_avoidance,30,0.455028
fairness,harm_avoidance,31,0.487695
fairness,honesty,0,0.93446
fairness,honesty,1,0.903564
fairness,honesty,2,0.890163
fairness,honesty,3,0.825773
fairness,honesty,4,0.739069
fairness,honesty,5,0.756772
fairness,honesty,6,0.704608
fairness,honesty,7,0.682915
fairness,honesty,8,0.630419
fairness,honesty,9,0.591056
fairness,honesty,10,0.578701
fairness,honesty,11,0.616085
fairness,honesty,12,0.571874
fairness,honesty,13,0.588054
fairness,honesty,14,0.605118
fairness,honesty,15,0.626994
fairness,honesty,16,0.644101
fairness,honesty,17,0.652174
fairness,honesty,18,0.673051
fairness,honesty,19,0.675168
fairness,honesty,20,0.685449
fairness,honesty,21,0.685252
fairness,honesty,22,0.660934
fairness,honesty,23,0.661885
fairness,honesty,24,0.661768
fairness,honesty,25,0.651684
fairness,honesty,26,0.625162
fairness,honesty,27,0.604932
fairness,honesty,28,0.591155
fairness,honesty,29,0.558391
fairness,honesty,30,0.535773
fairness,honesty,31,0.546842
fairness,impartiality,0,0.90606
fairness,impartiality,1,0.871554
fairness,impartiality,2,0.852363
fairness,impartiality,3,0.7848
fairness,impartiality,4,0.66494
fairness,impartiality,5,0.655984
fairness,impartiality,6,0.640906
fairness,impartiality,7,0.58383
fairness,impartiality,8,0.551359
fairness,impartiality,9,0.490918
fairness,impartiality,10,0.481705
fairness,impartiality,11,0.478462
fairness,impartiality,12,0.344779
fairness,impartiality,13,0.375834
fairness,impartiality,14,0.383998
fairness,impartiality,15,0.464626
fairness,impartiality,16,0.500927
fairness,impartiality,17,0.522276
fairness,impartiality,18,0.509207
fairness,impartiality,19,0.521241
fairness,impartiality,20,0.519215
fairness,impartiality,21,0.529869
fairness,impartiality,22,0.502008
fairness,impartiality,23,0.51667
fairness,impartiality,24,0.517861
fairness,impartiality,25,0.518263
fairness,impartiality,26,0.498632
fairness,impartiality,27,0.480377
fairness,impartiality,28,0.449463
fairness,impartiality,29,0.394962
fairness,impartiality,30,0.39733
fairness,impartiality,31,0.380009
fairness,integrity,0,0.882156
fairness,integrity,1,0.839842
fairness,integrity,2,0.807683
fairness,integrity,3,0.737848
fairness,integrity,4,0.711162
fairness,integrity,5,0.680824
fairness,integrity,6,0.695026
fairness,integrity,7,0.678318
fairness,integrity,8,0.663878
fairness,integrity,9,0.617562
fairness,integrity,10,0.619415
fairness,integrity,11,0.616864
fairness,integrity,12,0.509296
fairness,integrity,13,0.539011
fairness,integrity,14,0.439523
fairness,integrity,15,0.514229
fairness,integrity,16,0.540057
fairness,integrity,17,0.569314
fairness,integrity,18,0.580383
fairness,integrity,19,0.587362
fairness,integrity,20,0.589666
fairness,integrity,21,0.573181
fairness,integrity,22,0.558301
fairness,integrity,23,0.562849
fairness,integrity,24,0.558664
fairness,integrity,25,0.544457
fairness,integrity,26,0.532158
fairness,integrity,27,0.527202
fairness,integrity,28,0.524989
fairness,integrity,29,0.519087
fairness,integrity,30,0.534555
fairness,integrity,31,0.586835
fairness,kindness,0,0.94894
fairness,kindness,1,0.931165
fairness,kindness,2,0.89389
fairness,kindness,3,0.835404
fairness,kindness,4,0.692655
fairness,kindness,5,0.705971
fairness,kindness,6,0.688453
fairness,kindness,7,0.67799
fairness,kindness,8,0.617722
fairness,kindness,9,0.607161
fairness,kindness,10,0.582468
fairness,kindness,11,0.564961
fairness,kindness,12,0.523648
fairness,kindness,13,0.504277
fairness,kindness,14,0.49046
fairness,kindness,15,0.47495
fairness,kindness,16,0.455247
fairness,kindness,17,0.427921
fairness,kindness,18,0.434971
fairness,kindness,19,0.443156
fairness,kindness,20,0.446726
fairness,kindness,21,0.448447
fairness,kindness,22,0.405811
fairness,kindness,23,0.411054
fairness,kindness,24,0.416439
fairness,kindness,25,0.415474
fairness,kindness,26,0.397615
fairness,kindness,27,0.390937
fairness,kindness,28,0.382395
fairness,kindness,29,0.349328
fairness,kindness,30,0.329763
fairness,kindness,31,0.279939
fairness,loyalty,0,0.948792
fairness,loyalty,1,0.934886
fairness,loyalty,2,0.906816
fairness,loyalty,3,0.826252
fairness,loyalty,4,0.680792
fairness,loyalty,5,0.691726
fairness,loyalty,6,0.680431
fairness,loyalty,7,0.646587
fairness,loyalty,8,0.58602
fairness,loyalty,9,0.603834
fairness,loyalty,10,0.579459
fairness,loyalty,11,0.57875
fairness,loyalty,12,0.449632
fairness,loyalty,13,0.359647
fairness,loyalty,14,0.308788
fairness,loyalty,15,0.229823
fairness,loyalty,16,0.252552
fairness,loyalty,17,0.20834
fairness,loyalty,18,0.229
fairness,loyalty,19,0.239455
fairness,loyalty,20,0.231494
fairness,loyalty,21,0.243028
fairness,loyalty,22,0.214031
fairness,loyalty,23,0.217854
fairness,loyalty,24,0.216943
fairness,loyalty,25,0.234579
fairness,loyalty,26,0.211546
fairness,loyalty,27,0.201822
fairness,loyalty,28,0.197007
fairness,loyalty,29,0.147267
fairness,loyalty,30,0.160408
fairness,loyalty,31,0.09694
fairness,mercy,0,0.905738
fairness,mercy,1,0.832944
fairness,mercy,2,0.78078
fairness,mercy,3,0.611018
fairness,mercy,4,0.431839
fairness,mercy,5,0.524817
fairness,mercy,6,0.530151
fairness,mercy,7,0.474358
fairness,mercy,8,0.436318
fairness,mercy,9,0.502379
fairness,mercy,10,0.499821
fairness,mercy,11,0.510832
fairness,mercy,12,0.435171
fairness,mercy,13,0.335255
fairness,mercy,14,0.281012
fairness,mercy,15,0.25093
fairness,mercy,16,0.223256
fairness,mercy,17,0.170754
fairness,mercy,18,0.116185
fairness,mercy,19,0.123734
fairness,mercy,20,0.114585
fairness,mercy,21,0.139481
fairness,mercy,22,0.098614
fairness,mercy,23,0.123514
fairness,mercy,24,0.131653
fairness,mercy,25,0.127584
fairness,mercy,26,0.120132
fairness,mercy,27,0.121647
fairness,mercy,28,0.097416
fairness,mercy,29,0.040037
fairness,mercy,30,0.071005
fairness,mercy,31,0.06059
fairness,privacy,0,0.950117
fairness,privacy,1,0.932313
fairness,privacy,2,0.895165
fairness,privacy,3,0.861045
fairness,privacy,4,0.782184
fairness,privacy,5,0.758511
fairness,privacy,6,0.745821
fairness,privacy,7,0.697182
fairness,privacy,8,0.635344
fairness,privacy,9,0.621344
fairness,privacy,10,0.602226
fairness,privacy,11,0.614295
fairness,privacy,12,0.512159
fairness,privacy,13,0.526007
fairness,privacy,14,0.537897
fairness,privacy,15,0.604362
fairness,privacy,16,0.636068
fairness,privacy,17,0.628871
fairness,privacy,18,0.623505
fairness,privacy,19,0.632289
fairness,privacy,20,0.638552
fairness,privacy,21,0.643733
fairness,privacy,22,0.609949
fairness,privacy,23,0.621056
fairness,privacy,24,0.608187
fairness,privacy,25,0.600268
fairness,privacy,26,0.571982
fairness,privacy,27,0.549021
fairness,privacy,28,0.528346
fairness,privacy,29,0.455117
fairness,privacy,30,0.489832
fairness,privacy,31,0.509359
fairness,sanctity,0,0.903554
fairness,sanctity,1,0.903253
fairness,sanctity,2,0.878693
fairness,sanctity,3,0.843363
fairness,sanctity,4,0.756078
fairness,sanctity,5,0.749369
fairness,sanctity,6,0.710847
fairness,sanctity,7,0.696589
fairness,sanctity,8,0.641252
fairness,sanctity,9,0.614388
fairness,sanctity,10,0.598211
fairness,sanctity,11,0.603176
fairness,sanctity,12,0.560992
fairness,sanctity,13,0.579047
fairness,sanctity,14,0.542871
fairness,sanctity,15,0.58283
fairness,sanctity,16,0.587314
fairness,sanctity,17,0.581171
fairness,sanctity,18,0.588727
fairness,sanctity,19,0.593725
fairness,sanctity,20,0.602626
fairness,sanctity,21,0.592456
fairness,sanctity,22,0.553151
fairness,sanctity,23,0.547601
fairness,sanctity,24,0.542348
fairness,sanctity,25,0.535768
fairness,sanctity,26,0.535765
fairness,sanctity,27,0.517991
fairness,sanctity,28,0.515496
fairness,sanctity,29,0.473909
fairness,sanctity,30,0.463339
fairness,sanctity,31,0.479224
fairness,tradition,0,0.96227
fairness,tradition,1,0.946959
fairness,tradition,2,0.921082
fairness,tradition,3,0.886397
fairness,tradition,4,0.83563
fairness,tradition,5,0.829432
fairness,tradition,6,0.803522
fairness,tradition,7,0.793456
fairness,tradition,8,0.750572
fairness,tradition,9,0.735787
fairness,tradition,10,0.699837
fairness,tradition,11,0.702159
fairness,tradition,12,0.53852
fairness,tradition,13,0.427442
fairness,tradition,14,0.073589
fairness,tradition,15,0.242378
fairness,tradition,16,0.310015
fairness,tradition,17,0.244716
fairness,tradition,18,0.319183
fairness,tradition,19,0.329273
fairness,tradition,20,0.324513
fairness,tradition,21,0.322574
fairness,tradition,22,0.318898
fairness,tradition,23,0.306922
fairness,tradition,24,0.280987
fairness,tradition,25,0.294536
fairness,tradition,26,0.322761
fairness,tradition,27,0.288828
fairness,tradition,28,0.30735
fairness,tradition,29,0.287989
fairness,tradition,30,0.280087
fairness,tradition,31,0.24423
harm_avoidance,honesty,0,0.937927
harm_avoidance,honesty,1,0.904852
harm_avoidance,honesty,2,0.90218
harm_avoidance,honesty,3,0.85222
harm_avoidance,honesty,4,0.747257
harm_avoidance,honesty,5,0.783026
harm_avoidance,honesty,6,0.772072
harm_avoidance,honesty,7,0.757835
harm_avoidance,honesty,8,0.737831
harm_avoidance,honesty,9,0.626081
harm_avoidance,honesty,10,0.600416
harm_avoidance,honesty,11,0.62298
harm_avoidance,honesty,12,0.647233
harm_avoidance,honesty,13,0.712947
harm_avoidance,honesty,14,0.68741
harm_avoidance,honesty,15,0.733324
harm_avoidance,honesty,16,0.77252
harm_avoidance,honesty,17,0.769123
harm_avoidance,honesty,18,0.76753
harm_avoidance,honesty,19,0.781692
harm_avoidance,honesty,20,0.777291
harm_avoidance,honesty,21,0.769139
harm_avoidance,honesty,22,0.74986
harm_avoidance,honesty,23,0.743443
harm_avoidance,honesty,24,0.720959
harm_avoidance,honesty,25,0.713828
harm_avoidance,honesty,26,0.701502
harm_avoidance,honesty,27,0.677429
harm_avoidance,honesty,28,0.676636
harm_avoidance,honesty,29,0.656152
harm_avoidance,honesty,30,0.639481
harm_avoidance,honesty,31,0.620257
harm_avoidance,impartiality,0,0.896135
harm_avoidance,impartiality,1,0.861051
harm_avoidance,impartiality,2,0.842358
harm_avoidance,impartiality,3,0.782859
harm_avoidance,impartiality,4,0.69703
harm_avoidance,impartiality,5,0.697323
harm_avoidance,impartiality,6,0.673469
harm_avoidance,impartiality,7,0.618508
harm_avoidance,impartiality,8,0.584525
harm_avoidance,impartiality,9,0.529681
harm_avoidance,impartiality,10,0.522419
harm_avoidance,impartiality,11,0.504374
harm_avoidance,impartiality,12,0.485378
harm_avoidance,impartiality,13,0.467441
harm_avoidance,impartiality,14,0.495767
harm_avoidance,impartiality,15,0.565923
harm_avoidance,impartiality,16,0.604492
harm_avoidance,impartiality,17,0.597904
harm_avoidance,impartiality,18,0.574275
harm_avoidance,impartiality,19,0.562435
harm_avoidance,impartiality,20,0.565299
harm_avoidance,impartiality,21,0.571947
harm_avoidance,impartiality,22,0.551419
harm_avoidance,impartiality,23,0.557934
harm_avoidance,impartiality,24,0.551727
harm_avoidance,impartiality,25,0.553575
harm_avoidance,impartiality,26,0.540694
harm_avoidance,impartiality,27,0.520307
harm_avoidance,impartiality,28,0.522694
harm_avoidance,impartiality,29,0.516096
harm_avoidance,impartiality,30,0.473855
harm_avoidance,impartiality,31,0.451309
harm_avoidance,integrity,0,0.909128
harm_avoidance,integrity,1,0.856102
harm_avoidance,integrity,2,0.841539
harm_avoidance,integrity,3,0.788819
harm_avoidance,integrity,4,0.777031
harm_avoidance,integrity,5,0.767259
harm_avoidance,integrity,6,0.747773
harm_avoidance,integrity,7,0.723339
harm_avoidance,integrity,8,0.703057
harm_avoidance,integrity,9,0.676178
harm_avoidance,integrity,10,0.675608
harm_avoidance,integrity,11,0.658591
harm_avoidance,integrity,12,0.621664
harm_avoidance,integrity,13,0.674904
harm_avoidance,integrity,14,0.674922
harm_avoidance,integrity,15,0.678512
harm_avoidance,integrity,16,0.694241
harm_avoidance,integrity,17,0.655356
harm_avoidance,integrity,18,0.664716
harm_avoidance,integrity,19,0.654066
harm_avoidance,integrity,20,0.631652
harm_avoidance,integrity,21,0.635748
harm_avoidance,integrity,22,0.614653
harm_avoidance,integrity,23,0.60083
harm_avoidance,integrity,24,0.58982
harm_avoidance,integrity,25,0.589179
harm_avoidance,integrity,26,0.578334
harm_avoidance,integrity,27,0.568717
harm_avoidance,integrity,28,0.566311
harm_avoidance,integrity,29,0.55715
harm_avoidance,integrity,30,0.546297
harm_avoidance,integrity,31,0.575923
harm_avoidance,kindness,0,0.941211
harm_avoidance,kindness,1,0.928745
harm_avoidance,kindness,2,0.899924
harm_avoidance,kindness,3,0.825042
harm_avoidance,kindness,4,0.700698
harm_avoidance,kindness,5,0.725709
harm_avoidance,kindness,6,0.692104
harm_avoidance,kindness,7,0.675868
harm_avoidance,kindness,8,0.637608
harm_avoidance,kindness,9,0.623787
harm_avoidance,kindness,10,0.579629
harm_avoidance,kindness,11,0.568175
harm_avoidance,kindness,12,0.494993
harm_avoidance,kindness,13,0.522077
harm_avoidance,kindness,14,0.516844
harm_avoidance,kindness,15,0.525868
harm_avoidance,kindness,16,0.507648
harm_avoidance,kindness,17,0.500784
harm_avoidance,kindness,18,0.505196
harm_avoidance,kindness,19,0.50963
harm_avoidance,kindness,20,0.506601
harm_avoidance,kindness,21,0.496184
harm_avoidance,kindness,22,0.47616
harm_avoidance,kindness,23,0.489056
harm_avoidance,kindness,24,0.485534
harm_avoidance,kindness,25,0.479855
harm_avoidance,kindness,26,0.488876
harm_avoidance,kindness,27,0.483726
harm_avoidance,kindness,28,0.485199
harm_avoidance,kindness,29,0.483928
harm_avoidance,kindness,30,0.466204
harm_avoidance,kindness,31,0.435912
harm_avoidance,loyalty,0,0.946068
harm_avoidance,loyalty,1,0.927119
harm_avoidance,loyalty,2,0.89911
harm_avoidance,loyalty,3,0.838125
harm_avoidance,loyalty,4,0.735214
harm_avoidance,loyalty,5,0.749922
harm_avoidance,loyalty,6,0.710582
harm_avoidance,loyalty,7,0.667318
harm_avoidance,loyalty,8,0.614537
harm_avoidance,loyalty,9,0.606176
harm_avoidance,loyalty,10,0.509814
harm_avoidance,loyalty,11,0.473708
harm_avoidance,loyalty,12,0.337425
harm_avoidance,loyalty,13,0.274115
harm_avoidance,loyalty,14,0.445606
harm_avoidance,loyalty,15,0.377975
harm_avoidance,loyalty,16,0.354569
harm_avoidance,loyalty,17,0.418768
harm_avoidance,loyalty,18,0.44201
harm_avoidance,loyalty,19,0.481332
harm_avoidance,loyalty,20,0.457274
harm_avoidance,loyalty,21,0.449413
harm_avoidance,loyalty,22,0.465548
harm_avoidance,loyalty,23,0.469818
harm_avoidance,loyalty,24,0.492741
harm_avoidance,loyalty,25,0.506815
harm_avoidance,loyalty,26,0.510227
harm_avoidance,loyalty,27,0.516237
harm_avoidance,loyalty,28,0.531516
harm_avoidance,loyalty,29,0.528596
harm_avoidance,loyalty,30,0.536411
harm_avoidance,loyalty,31,0.498298
harm_avoidance,mercy,0,0.905633
harm_avoidance,mercy,1,0.822046
harm_avoidance,mercy,2,0.794372
harm_avoidance,mercy,3,0.660021
harm_avoidance,mercy,4,0.519942
harm_avoidance,mercy,5,0.600095
harm_avoidance,mercy,6,0.572547
harm_avoidance,mercy,7,0.483787
harm_avoidance,mercy,8,0.468378
harm_avoidance,mercy,9,0.494813
harm_avoidance,mercy,10,0.430523
harm_avoidance,mercy,11,0.464298
harm_avoidance,mercy,12,0.396612
harm_avoidance,mercy,13,0.240144
harm_avoidance,mercy,14,0.126845
harm_avoidance,mercy,15,0.089615
harm_avoidance,mercy,16,0.064817
harm_avoidance,mercy,17,0.116381
harm_avoidance,mercy,18,0.088923
harm_avoidance,mercy,19,0.087364
harm_avoidance,mercy,20,0.084078
harm_avoidance,mercy,21,0.091364
harm_avoidance,mercy,22,0.09563
harm_avoidance,mercy,23,0.147445
harm_avoidance,mercy,24,0.178422
harm_avoidance,mercy,25,0.193798
harm_avoidance,mercy,26,0.212346
harm_avoidance,mercy,27,0.203281
harm_avoidance,mercy,28,0.225022
harm_avoidance,mercy,29,0.249028
harm_avoidance,mercy,30,0.205486
harm_avoidance,mercy,31,0.152174
harm_avoidance,privacy,0,0.956717
harm_avoidance,privacy,1,0.940771
harm_avoidance,privacy,2,0.916505
harm_avoidance,privacy,3,0.878792
harm_avoidance,privacy,4,0.836857
harm_avoidance,privacy,5,0.828624
harm_avoidance,privacy,6,0.832279
harm_avoidance,privacy,7,0.82076
harm_avoidance,privacy,8,0.786661
harm_avoidance,privacy,9,0.758637
harm_avoidance,privacy,10,0.708416
harm_avoidance,privacy,11,0.687597
harm_avoidance,privacy,12,0.649588
harm_avoidance,privacy,13,0.648926
harm_avoidance,privacy,14,0.616945
harm_avoidance,privacy,15,0.690447
harm_avoidance,privacy,16,0.709315
harm_avoidance,privacy,17,0.708329
harm_avoidance,privacy,18,0.708019
harm_avoidance,privacy,19,0.704725
harm_avoidance,privacy,20,0.689025
harm_avoidance,privacy,21,0.680399
harm_avoidance,privacy,22,0.664575
harm_avoidance,privacy,23,0.683632
harm_avoidance,privacy,24,0.668783
harm_avoidance,privacy,25,0.671569
harm_avoidance,privacy,26,0.671032
harm_avoidance,privacy,27,0.653046
harm_avoidance,privacy,28,0.649781
harm_avoidance,privacy,29,0.642076
harm_avoidance,privacy,30,0.637459
harm_avoidance,privacy,31,0.615758
harm_avoidance,sanctity,0,0.91132
harm_avoidance,sanctity,1,0.892537
harm_avoidance,sanctity,2,0.850498
harm_avoidance,sanctity,3,0.828928
harm_avoidance,sanctity,4,0.801912
harm_avoidance,sanctity,5,0.797457
harm_avoidance,sanctity,6,0.763098
harm_avoidance,sanctity,7,0.719559
harm_avoidance,sanctity,8,0.69681
harm_avoidance,sanctity,9,0.630403
harm_avoidance,sanctity,10,0.584503
harm_avoidance,sanctity,11,0.567663
